Date_x,season,HomeTeam_x,AwayTeam_x,FTR,AvgH,AvgD,AvgA,Date_y,HomeTeam_y,AwayTeam_y,home_points_last5,home_gf_last5,home_ga_last5,home_rest_days,away_points_last5,away_gf_last5,away_ga_last5,away_rest_days
2024-09-29,2024/2025,Famalicao,Nacional,D,1.61,3.83,5.59,2024-09-29,Famalicao,Nacional,8.0,6.0,3.0,8.0,3.0,3.0,11.0,9.0
2024-09-29,2024/2025,Porto,Arouca,H,1.19,6.84,14.55,2024-09-29,Porto,Arouca,12.0,9.0,3.0,8.0,6.0,3.0,7.0,7.0
2024-09-29,2024/2025,Santa Clara,Boavista,H,1.6,3.79,5.91,2024-09-29,Santa Clara,Boavista,9.0,6.0,7.0,8.0,2.0,2.0,7.0,6.0
2024-09-29,2024/2025,Sp Braga,Rio Ave,H,1.4,4.74,7.44,2024-09-29,Sp Braga,Rio Ave,10.0,7.0,3.0,9.0,7.0,4.0,5.0,8.0
2024-09-30,2024/2025,AVS,Farense,D,1.9,3.63,3.94,2024-09-30,AVS,Farense,6.0,5.0,9.0,8.0,0.0,1.0,11.0,8.0
2024-10-04,2024/2025,Rio Ave,Famalicao,D,2.96,2.98,2.62,2024-10-04,Rio Ave,Famalicao,4.0,3.0,9.0,5.0,6.0,3.0,3.0,5.0
2024-10-05,2024/2025,Arouca,AVS,D,2.11,3.37,3.5,2024-10-05,Arouca,AVS,6.0,2.0,8.0,6.0,7.0,3.0,5.0,5.0
2024-10-05,2024/2025,Gil Vicente,Estrela,H,1.88,3.48,4.23,2024-10-05,Gil Vicente,Estrela,4.0,3.0,7.0,7.0,4.0,4.0,6.0,7.0
2024-10-05,2024/2025,Moreirense,Santa Clara,H,2.53,3.06,2.98,2024-10-05,Moreirense,Santa Clara,2.0,4.0,9.0,7.0,12.0,7.0,5.0,6.0
2024-10-05,2024/2025,Sp Lisbon,Casa Pia,H,1.12,9.04,19.17,2024-10-05,Sp Lisbon,Casa Pia,15.0,16.0,0.0,8.0,8.0,6.0,5.0,7.0
2024-10-06,2024/2025,Farense,Estoril,H,2.24,3.32,3.22,2024-10-06,Farense,Estoril,1.0,1.0,10.0,6.0,6.0,3.0,5.0,9.0
2024-10-06,2024/2025,Guimaraes,Boavista,D,1.43,4.4,7.66,2024-10-06,Guimaraes,Boavista,7.0,5.0,6.0,8.0,2.0,2.0,7.0,7.0
2024-10-06,2024/2025,Porto,Sp Braga,H,1.59,4.16,5.32,2024-10-06,Porto,Sp Braga,12.0,11.0,3.0,7.0,10.0,10.0,3.0,7.0
2024-10-25,2024/2025,Casa Pia,Nacional,H,2.13,3.22,3.63,2024-10-25,Casa Pia,Nacional,8.0,6.0,5.0,20.0,4.0,2.0,5.0,26.0
2024-10-25,2024/2025,Santa Clara,Gil Vicente,H,2.13,3.0,3.96,2024-10-25,Santa Clara,Gil Vicente,9.0,5.0,6.0,20.0,6.0,6.0,7.0,20.0
2024-10-26,2024/2025,Boavista,Moreirense,A,3.38,3.11,2.27,2024-10-26,Boavista,Moreirense,3.0,4.0,8.0,20.0,5.0,4.0,6.0,21.0
2024-10-26,2024/2025,Estoril,Arouca,H,2.99,3.15,2.46,2024-10-26,Estoril,Arouca,5.0,3.0,6.0,20.0,4.0,2.0,9.0,21.0
2024-10-26,2024/2025,Famalicao,Sp Lisbon,A,8.69,4.96,1.35,2024-10-26,Famalicao,Sp Lisbon,4.0,3.0,4.0,22.0,15.0,13.0,0.0,21.0
2024-10-27,2024/2025,Benfica,Rio Ave,H,1.17,7.32,14.59,2024-10-27,Benfica,Rio Ave,13.0,14.0,3.0,29.0,5.0,4.0,8.0,23.0
2024-10-27,2024/2025,Estrela,Guimaraes,D,4.51,3.42,1.83,2024-10-27,Estrela,Guimaraes,4.0,4.0,8.0,22.0,8.0,7.0,7.0,21.0
2024-10-27,2024/2025,Sp Braga,Farense,H,1.31,5.45,8.58,2024-10-27,Sp Braga,Farense,7.0,8.0,4.0,21.0,4.0,2.0,5.0,21.0
2024-10-28,2024/2025,AVS,Porto,A,10.0,5.36,1.29,2024-10-28,AVS,Porto,5.0,3.0,6.0,23.0,12.0,11.0,4.0,22.0
2024-11-01,2024/2025,Sp Lisbon,Estrela,H,1.08,11.16,26.6,2024-11-01,Sp Lisbon,Estrela,15.0,14.0,0.0,6.0,5.0,6.0,9.0,5.0
2024-11-02,2024/2025,Farense,Benfica,A,12.24,6.79,1.2,2024-11-02,Farense,Benfica,4.0,2.0,5.0,6.0,13.0,18.0,3.0,6.0
2024-11-02,2024/2025,Gil Vicente,Boavista,A,1.67,3.72,5.32,2024-11-02,Gil Vicente,Boavista,5.0,7.0,9.0,8.0,2.0,4.0,10.0,7.0
2024-11-02,2024/2025,Rio Ave,Casa Pia,D,2.19,3.22,3.43,2024-11-02,Rio Ave,Casa Pia,2.0,3.0,13.0,6.0,8.0,6.0,5.0,8.0
2024-11-03,2024/2025,AVS,Famalicao,A,3.06,3.03,2.47,2024-11-03,AVS,Famalicao,5.0,2.0,9.0,6.0,4.0,2.0,5.0,8.0
2024-11-03,2024/2025,Arouca,Sp Braga,A,4.36,3.87,1.75,2024-11-03,Arouca,Sp Braga,4.0,3.0,12.0,8.0,9.0,10.0,4.0,7.0
2024-11-03,2024/2025,Guimaraes,Moreirense,H,1.72,3.48,5.23,2024-11-03,Guimaraes,Moreirense,6.0,7.0,8.0,7.0,7.0,5.0,5.0,8.0
2024-11-03,2024/2025,Porto,Estoril,H,1.14,7.97,17.51,2024-11-03,Porto,Estoril,15.0,16.0,2.0,6.0,7.0,7.0,7.0,8.0
2024-11-04,2024/2025,Nacional,Santa Clara,H,3.27,3.16,2.28,2024-11-04,Nacional,Santa Clara,4.0,2.0,5.0,10.0,9.0,5.0,6.0,10.0
2024-11-08,2024/2025,Moreirense,Gil Vicente,H,2.34,3.0,3.4,2024-11-08,Moreirense,Gil Vicente,7.0,4.0,3.0,5.0,4.0,7.0,10.0,6.0
2024-11-09,2024/2025,Boavista,Rio Ave,A,2.73,3.12,2.67,2024-11-09,Boavista,Rio Ave,4.0,4.0,9.0,7.0,3.0,5.0,14.0,7.0
2024-11-09,2024/2025,Casa Pia,Farense,D,1.98,3.3,4.0,2024-11-09,Casa Pia,Farense,6.0,5.0,6.0,7.0,4.0,2.0,5.0,7.0
2024-11-09,2024/2025,Estoril,AVS,D,2.28,3.14,3.33,2024-11-09,Estoril,AVS,4.0,6.0,11.0,6.0,2.0,3.0,12.0,6.0
2024-11-09,2024/2025,Famalicao,Arouca,D,1.92,3.35,4.21,2024-11-09,Famalicao,Arouca,6.0,4.0,6.0,6.0,4.0,4.0,11.0,6.0
2024-11-10,2024/2025,Benfica,Porto,H,2.09,3.42,3.44,2024-11-10,Benfica,Porto,15.0,19.0,3.0,8.0,15.0,18.0,1.0,7.0
2024-11-10,2024/2025,Estrela,Nacional,H,2.22,3.28,3.26,2024-11-10,Estrela,Nacional,4.0,5.0,12.0,9.0,4.0,2.0,5.0,6.0
2024-11-10,2024/2025,Santa Clara,Guimaraes,H,2.89,3.01,2.61,2024-11-10,Santa Clara,Guimaraes,9.0,4.0,4.0,6.0,6.0,6.0,8.0,7.0
2024-11-10,2024/2025,Sp Braga,Sp Lisbon,A,5.25,4.22,1.58,2024-11-10,Sp Braga,Sp Lisbon,12.0,12.0,3.0,7.0,15.0,16.0,1.0,9.0
2024-11-29,2024/2025,Farense,Estrela,H,2.21,3.2,3.44,2024-11-29,Farense,Estrela,5.0,3.0,5.0,20.0,7.0,7.0,11.0,19.0
2024-11-30,2024/2025,Nacional,Boavista,D,1.94,3.42,4.0,2024-11-30,Nacional,Boavista,4.0,2.0,6.0,20.0,4.0,4.0,8.0,21.0
2024-11-30,2024/2025,Rio Ave,Moreirense,H,2.92,3.05,2.58,2024-11-30,Rio Ave,Moreirense,5.0,5.0,12.0,21.0,9.0,7.0,5.0,22.0
2024-11-30,2024/2025,Sp Lisbon,Santa Clara,A,1.16,7.43,16.32,2024-11-30,Sp Lisbon,Santa Clara,15.0,17.0,3.0,20.0,9.0,4.0,4.0,20.0
2024-12-01,2024/2025,AVS,Sp Braga,A,5.37,3.97,1.6,2024-12-01,AVS,Sp Braga,3.0,3.0,9.0,22.0,9.0,11.0,7.0,21.0
2024-12-01,2024/2025,Arouca,Benfica,A,10.21,5.93,1.26,2024-12-01,Arouca,Benfica,2.0,3.0,11.0,22.0,15.0,19.0,3.0,21.0
2024-12-01,2024/2025,Estoril,Famalicao,H,3.3,3.18,2.24,2024-12-01,Estoril,Famalicao,4.0,4.0,9.0,22.0,6.0,4.0,6.0,22.0
2024-12-02,2024/2025,Guimaraes,Gil Vicente,H,1.68,3.73,5.0,2024-12-02,Guimaraes,Gil Vicente,6.0,6.0,6.0,22.0,3.0,8.0,12.0,24.0
2024-12-02,2024/2025,Porto,Casa Pia,H,1.2,6.62,13.19,2024-12-02,Porto,Casa Pia,12.0,16.0,5.0,22.0,6.0,5.0,6.0,23.0
2024-12-05,2024/2025,Moreirense,Sp Lisbon,H,8.44,5.02,1.34,2024-12-05,Moreirense,Sp Lisbon,9.0,8.0,6.0,5.0,12.0,14.0,4.0,5.0
2024-12-06,2024/2025,Sp Braga,Estoril,D,1.22,6.35,13.45,2024-12-06,Sp Braga,Estoril,9.0,8.0,7.0,5.0,7.0,6.0,7.0,5.0
2024-12-07,2024/2025,Benfica,Guimaraes,H,1.31,5.38,9.43,2024-12-07,Benfica,Guimaraes,15.0,18.0,3.0,6.0,8.0,9.0,5.0,5.0
2024-12-07,2024/2025,Famalicao,Porto,D,6.57,4.36,1.48,2024-12-07,Famalicao,Porto,5.0,5.0,8.0,6.0,12.0,14.0,5.0,5.0
2024-12-07,2024/2025,Gil Vicente,Nacional,H,2.03,3.4,3.7,2024-12-07,Gil Vicente,Nacional,3.0,7.0,11.0,5.0,5.0,2.0,3.0,7.0
2024-12-07,2024/2025,Santa Clara,Rio Ave,H,1.82,3.43,4.63,2024-12-07,Santa Clara,Rio Ave,9.0,4.0,4.0,7.0,8.0,8.0,10.0,7.0
2024-12-08,2024/2025,Boavista,Farense,D,2.42,3.16,3.02,2024-12-08,Boavista,Farense,5.0,4.0,7.0,8.0,7.0,4.0,5.0,9.0
2024-12-08,2024/2025,Casa Pia,AVS,D,1.83,3.37,4.59,2024-12-08,Casa Pia,AVS,5.0,4.0,7.0,6.0,2.0,3.0,10.0,7.0
2024-12-09,2024/2025,Estrela,Arouca,H,2.54,3.19,2.83,2024-12-09,Estrela,Arouca,4.0,5.0,11.0,10.0,2.0,3.0,9.0,8.0
2024-12-14,2024/2025,Farense,Gil Vicente,A,2.81,3.02,2.66,2024-12-14,Farense,Gil Vicente,5.0,4.0,6.0,6.0,3.0,6.0,12.0,7.0
2024-12-14,2024/2025,Nacional,Moreirense,H,2.8,3.1,2.62,2024-12-14,Nacional,Moreirense,4.0,3.0,5.0,7.0,9.0,9.0,7.0,9.0
2024-12-14,2024/2025,Sp Lisbon,Boavista,H,1.08,11.3,22.96,2024-12-14,Sp Lisbon,Boavista,9.0,13.0,6.0,9.0,5.0,3.0,6.0,6.0
2024-12-15,2024/2025,AVS,Benfica,D,15.35,7.19,1.16,2024-12-15,AVS,Benfica,2.0,3.0,10.0,7.0,15.0,14.0,2.0,8.0
2024-12-15,2024/2025,Arouca,Santa Clara,H,3.19,3.08,2.34,2024-12-15,Arouca,Santa Clara,1.0,3.0,10.0,6.0,12.0,5.0,3.0,8.0
2024-12-15,2024/2025,Estoril,Casa Pia,A,2.62,3.12,2.76,2024-12-15,Estoril,Casa Pia,8.0,8.0,8.0,9.0,6.0,5.0,6.0,7.0
2024-12-16,2024/2025,Porto,Estrela,H,1.13,8.13,18.96,2024-12-16,Porto,Estrela,10.0,13.0,5.0,9.0,7.0,7.0,9.0,7.0
2024-12-16,2024/2025,Rio Ave,Guimaraes,D,3.67,3.29,2.06,2024-12-16,Rio Ave,Guimaraes,7.0,7.0,10.0,9.0,7.0,7.0,4.0,9.0
2024-12-16,2024/2025,Sp Braga,Famalicao,D,1.48,4.26,6.44,2024-12-16,Sp Braga,Famalicao,10.0,9.0,7.0,10.0,5.0,5.0,8.0,9.0
2024-12-19,2024/2025,Nacional,Benfica,A,10.6,6.32,1.24,2024-12-19,Nacional,Benfica,7.0,4.0,4.0,5.0,13.0,10.0,3.0,4.0
2024-12-20,2024/2025,Casa Pia,Arouca,H,2.35,2.99,3.34,2024-12-20,Casa Pia,Arouca,6.0,6.0,6.0,5.0,4.0,3.0,6.0,5.0
2024-12-21,2024/2025,Boavista,AVS,D,2.27,3.14,3.28,2024-12-21,Boavista,AVS,5.0,5.0,7.0,7.0,3.0,4.0,6.0,6.0
2024-12-21,2024/2025,Famalicao,Farense,A,1.79,3.43,4.72,2024-12-21,Famalicao,Farense,6.0,8.0,8.0,5.0,5.0,4.0,5.0,7.0
2024-12-21,2024/2025,Moreirense,Porto,A,6.68,4.18,1.48,2024-12-21,Moreirense,Porto,6.0,7.0,8.0,7.0,10.0,10.0,5.0,5.0
2024-12-22,2024/2025,Gil Vicente,Sp Lisbon,D,7.66,5.1,1.35,2024-12-22,Gil Vicente,Sp Lisbon,6.0,6.0,10.0,8.0,9.0,13.0,8.0,8.0
2024-12-22,2024/2025,Santa Clara,Sp Braga,A,3.14,3.18,2.3,2024-12-22,Santa Clara,Sp Braga,9.0,3.0,3.0,7.0,8.0,10.0,10.0,6.0
2024-12-23,2024/2025,Benfica,Estoril,H,1.09,10.02,21.76,2024-12-23,Benfica,Estoril,13.0,10.0,2.0,4.0,5.0,4.0,9.0,8.0
2024-12-23,2024/2025,Estrela,Rio Ave,H,2.36,3.24,3.0,2024-12-23,Estrela,Rio Ave,6.0,5.0,9.0,7.0,8.0,9.0,7.0,7.0
2024-12-23,2024/2025,Guimaraes,Nacional,D,1.53,4.04,6.05,2024-12-23,Guimaraes,Nacional,7.0,7.0,4.0,7.0,4.0,2.0,6.0,4.0
2024-12-27,2024/2025,Arouca,Gil Vicente,D,2.34,3.06,3.26,2024-12-27,Arouca,Gil Vicente,4.0,3.0,7.0,7.0,7.0,5.0,8.0,5.0
2024-12-28,2024/2025,AVS,Estrela,D,2.45,3.08,3.01,2024-12-28,AVS,Estrela,4.0,2.0,3.0,7.0,9.0,5.0,4.0,5.0
2024-12-28,2024/2025,Estoril,Moreirense,D,3.16,3.03,2.4,2024-12-28,Estoril,Moreirense,5.0,4.0,8.0,5.0,6.0,7.0,10.0,7.0
2024-12-28,2024/2025,Porto,Boavista,H,1.11,8.79,19.86,2024-12-28,Porto,Boavista,10.0,9.0,5.0,7.0,3.0,3.0,6.0,7.0
2024-12-29,2024/2025,Farense,Guimaraes,D,4.18,3.51,1.84,2024-12-29,Farense,Guimaraes,8.0,5.0,4.0,8.0,5.0,8.0,6.0,6.0
2024-12-29,2024/2025,Rio Ave,Nacional,H,2.17,3.21,3.41,2024-12-29,Rio Ave,Nacional,7.0,7.0,6.0,6.0,5.0,4.0,6.0,6.0
2024-12-29,2024/2025,Sp Braga,Casa Pia,A,1.39,4.56,7.59,2024-12-29,Sp Braga,Casa Pia,8.0,10.0,9.0,7.0,8.0,7.0,5.0,9.0
2024-12-29,2024/2025,Sp Lisbon,Benfica,H,2.5,3.57,2.59,2024-12-29,Sp Lisbon,Benfica,7.0,8.0,7.0,7.0,13.0,9.0,1.0,6.0
2024-12-30,2024/2025,Famalicao,Santa Clara,A,2.68,2.9,2.87,2024-12-30,Famalicao,Santa Clara,3.0,6.0,8.0,9.0,9.0,3.0,3.0,8.0
2025-01-03,2024/2025,Guimaraes,Sp Lisbon,D,3.78,3.48,1.96,2025-01-03,Guimaraes,Sp Lisbon,6.0,10.0,7.0,5.0,7.0,5.0,5.0,5.0
2025-01-04,2024/2025,Benfica,Sp Braga,A,1.42,4.69,6.67,2025-01-04,Benfica,Sp Braga,10.0,7.0,2.0,6.0,8.0,9.0,7.0,6.0
2025-01-04,2024/2025,Boavista,Arouca,A,2.76,3.18,2.58,2025-01-04,Boavista,Arouca,3.0,3.0,8.0,7.0,4.0,4.0,8.0,8.0
2025-01-04,2024/2025,Moreirense,AVS,D,1.84,3.31,4.55,2025-01-04,Moreirense,AVS,4.0,6.0,10.0,7.0,4.0,3.0,4.0,7.0
2025-01-05,2024/2025,Casa Pia,Famalicao,D,2.37,3.02,3.17,2025-01-05,Casa Pia,Famalicao,10.0,8.0,5.0,7.0,2.0,7.0,10.0,6.0
2025-01-05,2024/2025,Estrela,Estoril,A,2.29,2.99,3.35,2025-01-05,Estrela,Estoril,7.0,4.0,5.0,8.0,5.0,6.0,10.0,8.0
2025-01-05,2024/2025,Santa Clara,Farense,D,1.67,3.45,5.57,2025-01-05,Santa Clara,Farense,9.0,4.0,4.0,6.0,8.0,6.0,5.0,7.0
2025-01-06,2024/2025,Gil Vicente,Rio Ave,D,2.15,3.17,3.47,2025-01-06,Gil Vicente,Rio Ave,8.0,4.0,6.0,10.0,7.0,7.0,7.0,8.0
2025-01-12,2024/2025,Nacional,Porto,H,8.62,5.03,1.34,2025-01-12,Nacional,Porto,4.0,5.0,8.0,14.0,13.0,12.0,1.0,15.0
2025-01-17,2024/2025,Benfica,Famalicao,H,1.23,6.22,11.37,2025-01-17,Benfica,Famalicao,7.0,7.0,4.0,13.0,3.0,7.0,9.0,12.0
2025-01-18,2024/2025,Guimaraes,Arouca,D,1.57,3.96,5.71,2025-01-18,Guimaraes,Arouca,4.0,10.0,11.0,15.0,7.0,7.0,7.0,14.0
2025-01-18,2024/2025,Rio Ave,Sp Lisbon,A,9.24,5.69,1.28,2025-01-18,Rio Ave,Sp Lisbon,5.0,5.0,6.0,12.0,8.0,9.0,8.0,15.0
2025-01-18,2024/2025,Santa Clara,Estoril,A,1.71,3.49,5.12,2025-01-18,Santa Clara,Estoril,7.0,3.0,4.0,13.0,5.0,8.0,11.0,13.0
2025-01-19,2024/2025,Estrela,Sp Braga,A,4.76,3.82,1.68,2025-01-19,Estrela,Sp Braga,7.0,6.0,8.0,14.0,8.0,10.0,8.0,15.0
2025-01-19,2024/2025,Gil Vicente,Porto,H,7.93,4.51,1.39,2025-01-19,Gil Vicente,Porto,9.0,5.0,3.0,13.0,10.0,10.0,3.0,7.0
2025-01-19,2024/2025,Moreirense,Farense,D,1.91,3.24,4.27,2025-01-19,Moreirense,Farense,5.0,5.0,8.0,15.0,6.0,5.0,5.0,14.0
2025-01-19,2024/2025,Nacional,AVS,H,2.07,3.23,3.66,2025-01-19,Nacional,AVS,7.0,6.0,6.0,7.0,5.0,4.0,4.0,15.0
2025-01-20,2024/2025,Boavista,Casa Pia,A,3.22,3.09,2.31,2025-01-20,Boavista,Casa Pia,2.0,4.0,11.0,16.0,11.0,9.0,4.0,15.0
2025-01-24,2024/2025,Arouca,Moreirense,H,2.37,3.08,3.19,2025-01-24,Arouca,Moreirense,8.0,8.0,7.0,6.0,3.0,3.0,7.0,5.0
2025-01-25,2024/2025,Casa Pia,Benfica,H,7.96,4.85,1.37,2025-01-25,Casa Pia,Benfica,13.0,11.0,5.0,5.0,9.0,10.0,3.0,8.0
2025-01-25,2024/2025,Famalicao,Estrela,D,1.87,3.39,4.28,2025-01-25,Famalicao,Estrela,2.0,6.0,12.0,8.0,4.0,4.0,8.0,6.0
2025-01-25,2024/2025,Farense,Rio Ave,A,2.55,3.01,2.94,2025-01-25,Farense,Rio Ave,6.0,4.0,4.0,6.0,5.0,5.0,8.0,7.0
2025-01-25,2024/2025,Sp Lisbon,Nacional,H,1.13,8.71,15.83,2025-01-25,Sp Lisbon,Nacional,11.0,11.0,6.0,7.0,7.0,8.0,7.0,6.0
2025-01-26,2024/2025,Estoril,Guimaraes,H,4.2,3.58,1.82,2025-01-26,Estoril,Guimaraes,7.0,9.0,11.0,8.0,5.0,12.0,12.0,8.0
2025-01-26,2024/2025,Porto,Santa Clara,D,1.46,4.12,7.29,2025-01-26,Porto,Santa Clara,9.0,10.0,5.0,7.0,4.0,4.0,7.0,8.0
2025-01-26,2024/2025,Sp Braga,Boavista,H,1.21,6.33,12.43,2025-01-26,Sp Braga,Boavista,10.0,9.0,6.0,7.0,1.0,5.0,13.0,6.0
2025-01-27,2024/2025,AVS,Gil Vicente,H,2.88,3.09,2.54,2025-01-27,AVS,Gil Vicente,4.0,4.0,6.0,8.0,9.0,6.0,3.0,8.0
2025-01-31,2024/2025,Boavista,Famalicao,A,3.52,3.03,2.23,2025-01-31,Boavista,Famalicao,1.0,3.0,13.0,5.0,2.0,3.0,9.0,6.0
2025-02-01,2024/2025,Gil Vicente,Estoril,A,2.14,3.18,3.55,2025-02-01,Gil Vicente,Estoril,6.0,5.0,4.0,5.0,10.0,10.0,9.0,6.0
2025-02-01,2024/2025,Guimaraes,AVS,H,1.36,4.74,8.32,2025-02-01,Guimaraes,AVS,4.0,10.0,11.0,6.0,6.0,4.0,5.0,5.0
2025-02-01,2024/2025,Nacional,Arouca,A,2.52,3.16,2.84,2025-02-01,Nacional,Arouca,7.0,8.0,7.0,7.0,8.0,8.0,7.0,8.0
2025-02-01,2024/2025,Santa Clara,Casa Pia,H,2.11,3.04,3.8,2025-02-01,Santa Clara,Casa Pia,5.0,5.0,7.0,6.0,13.0,12.0,6.0,7.0
2025-02-02,2024/2025,Estrela,Benfica,A,9.72,5.68,1.27,2025-02-02,Estrela,Benfica,5.0,4.0,6.0,8.0,6.0,9.0,6.0,8.0
2025-02-02,2024/2025,Sp Lisbon,Farense,H,1.12,8.53,18.26,2025-02-02,Sp Lisbon,Farense,11.0,10.0,4.0,8.0,6.0,5.0,5.0,8.0
2025-02-03,2024/2025,Moreirense,Sp Braga,A,3.95,3.46,1.92,2025-02-03,Moreirense,Sp Braga,3.0,3.0,7.0,10.0,12.0,9.0,3.0,8.0
2025-02-03,2024/2025,Rio Ave,Porto,D,6.98,4.58,1.42,2025-02-03,Rio Ave,Porto,7.0,5.0,7.0,9.0,7.0,9.0,6.0,8.0
2025-02-07,2024/2025,Porto,Sp Lisbon,D,2.87,3.06,2.6,2025-02-07,Porto,Sp Lisbon,5.0,8.0,8.0,4.0,13.0,13.0,5.0,5.0
2025-02-08,2024/2025,AVS,Santa Clara,A,4.24,3.17,1.96,2025-02-08,AVS,Santa Clara,5.0,4.0,7.0,7.0,8.0,7.0,6.0,7.0
2025-02-08,2024/2025,Benfica,Moreirense,H,1.19,6.91,13.71,2025-02-08,Benfica,Moreirense,6.0,9.0,8.0,6.0,3.0,4.0,6.0,5.0
2025-02-08,2024/2025,Famalicao,Guimaraes,D,3.13,3.03,2.41,2025-02-08,Famalicao,Guimaraes,5.0,4.0,7.0,8.0,6.0,10.0,9.0,7.0
2025-02-09,2024/2025,Casa Pia,Estrela,H,1.83,3.38,4.47,2025-02-09,Casa Pia,Estrela,10.0,10.0,7.0,8.0,2.0,5.0,9.0,7.0
2025-02-09,2024/2025,Estoril,Boavista,H,1.54,3.98,6.12,2025-02-09,Estoril,Boavista,13.0,12.0,7.0,8.0,0.0,3.0,15.0,9.0
2025-02-09,2024/2025,Farense,Nacional,A,2.31,3.2,3.13,2025-02-09,Farense,Nacional,3.0,4.0,7.0,7.0,6.0,7.0,7.0,8.0
2025-02-09,2024/2025,Sp Braga,Gil Vicente,H,1.55,4.12,5.7,2025-02-09,Sp Braga,Gil Vicente,12.0,9.0,4.0,6.0,5.0,6.0,6.0,8.0
2025-02-10,2024/2025,Arouca,Rio Ave,D,1.96,3.34,3.9,2025-02-10,Arouca,Rio Ave,11.0,9.0,5.0,9.0,8.0,7.0,8.0,7.0
2025-02-14,2024/2025,Boavista,Estrela,A,2.55,2.94,3.1,2025-02-14,Boavista,Estrela,0.0,4.0,13.0,5.0,1.0,4.0,9.0,5.0
2025-02-15,2024/2025,Moreirense,Casa Pia,H,2.33,3.03,3.33,2025-02-15,Moreirense,Casa Pia,2.0,4.0,7.0,7.0,10.0,9.0,6.0,6.0
2025-02-15,2024/2025,Nacional,Estoril,D,2.24,3.24,3.29,2025-02-15,Nacional,Estoril,9.0,8.0,5.0,6.0,15.0,12.0,6.0,6.0
2025-02-15,2024/2025,Santa Clara,Benfica,A,5.09,3.7,1.68,2025-02-15,Santa Clara,Benfica,8.0,7.0,6.0,7.0,9.0,12.0,9.0,7.0
2025-02-15,2024/2025,Sp Lisbon,Arouca,D,1.25,5.96,10.55,2025-02-15,Sp Lisbon,Arouca,11.0,13.0,6.0,8.0,11.0,9.0,5.0,5.0
2025-02-16,2024/2025,Farense,Porto,A,7.65,4.53,1.4,2025-02-16,Farense,Porto,2.0,2.0,7.0,7.0,3.0,5.0,9.0,9.0
2025-02-16,2024/2025,Guimaraes,Sp Braga,D,2.47,3.4,2.76,2025-02-16,Guimaraes,Sp Braga,6.0,8.0,7.0,8.0,15.0,10.0,2.0,7.0
2025-02-16,2024/2025,Rio Ave,AVS,D,2.15,3.26,3.43,2025-02-16,Rio Ave,AVS,6.0,6.0,8.0,6.0,4.0,4.0,8.0,8.0
2025-02-17,2024/2025,Gil Vicente,Famalicao,A,2.53,2.97,3.02,2025-02-17,Gil Vicente,Famalicao,4.0,5.0,7.0,8.0,6.0,3.0,5.0,9.0
2025-02-21,2024/2025,Sp Braga,Nacional,H,1.57,4.05,5.81,2025-02-21,Sp Braga,Nacional,13.0,8.0,1.0,5.0,7.0,8.0,7.0,6.0
2025-02-22,2024/2025,Benfica,Boavista,H,1.1,9.82,22.36,2025-02-22,Benfica,Boavista,12.0,12.0,7.0,7.0,0.0,3.0,11.0,8.0
2025-02-22,2024/2025,Casa Pia,Gil Vicente,H,2.22,3.13,3.44,2025-02-22,Casa Pia,Gil Vicente,9.0,10.0,8.0,7.0,3.0,4.0,8.0,5.0
2025-02-22,2024/2025,Estoril,Rio Ave,H,2.04,3.4,3.64,2025-02-22,Estoril,Rio Ave,13.0,10.0,6.0,7.0,6.0,6.0,8.0,6.0
2025-02-23,2024/2025,AVS,Sp Lisbon,D,8.89,5.17,1.32,2025-02-23,AVS,Sp Lisbon,4.0,4.0,8.0,7.0,11.0,11.0,4.0,8.0
2025-02-23,2024/2025,Arouca,Farense,D,1.89,3.4,4.21,2025-02-23,Arouca,Farense,9.0,8.0,6.0,8.0,1.0,2.0,8.0,7.0
2025-02-23,2024/2025,Estrela,Santa Clara,D,3.57,3.13,2.16,2025-02-23,Estrela,Santa Clara,4.0,3.0,5.0,9.0,7.0,7.0,7.0,8.0
2025-02-23,2024/2025,Famalicao,Moreirense,H,2.17,3.1,3.59,2025-02-23,Famalicao,Moreirense,8.0,4.0,4.0,6.0,4.0,6.0,8.0,8.0
2025-02-24,2024/2025,Porto,Guimaraes,D,1.67,3.73,5.13,2025-02-24,Porto,Guimaraes,6.0,6.0,7.0,8.0,6.0,4.0,3.0,8.0
2025-03-01,2024/2025,Arouca,Porto,A,4.93,3.77,1.69,2025-03-01,Arouca,Porto,9.0,8.0,6.0,6.0,7.0,6.0,5.0,5.0
2025-03-01,2024/2025,Guimaraes,Casa Pia,H,1.76,3.54,4.7,2025-03-01,Guimaraes,Casa Pia,6.0,3.0,2.0,5.0,9.0,8.0,6.0,7.0
2025-03-01,2024/2025,Nacional,Famalicao,H,2.55,3.09,2.91,2025-03-01,Nacional,Famalicao,4.0,5.0,7.0,8.0,11.0,6.0,0.0,6.0
2025-03-02,2024/2025,Boavista,Santa Clara,H,4.25,3.18,1.96,2025-03-02,Boavista,Santa Clara,0.0,1.0,11.0,8.0,8.0,5.0,4.0,7.0
2025-03-02,2024/2025,Farense,AVS,A,2.29,3.05,3.36,2025-03-02,Farense,AVS,1.0,4.0,10.0,7.0,5.0,5.0,7.0,7.0
2025-03-02,2024/2025,Moreirense,Estrela,D,1.93,3.06,4.63,2025-03-02,Moreirense,Estrela,3.0,6.0,10.0,7.0,5.0,3.0,4.0,7.0
