Date_x,season,HomeTeam_x,AwayTeam_x,FTR,AvgH,AvgD,AvgA,Date_y,HomeTeam_y,AwayTeam_y,home_points_last5,home_gf_last5,home_ga_last5,home_rest_days,away_points_last5,away_gf_last5,away_ga_last5,away_rest_days
2017-02-05,2016/2017,Belenenses,Tondela,D,,,,2017-02-05,Belenenses,Tondela,6.0,3.0,4.0,9.0,3.0,3.0,11.0,8.0
2017-02-05,2016/2017,Benfica,Nacional,H,,,,2017-02-05,Benfica,Nacional,10.0,11.0,4.0,6.0,2.0,1.0,6.0,8.0
2017-02-06,2016/2017,Feirense,Rio Ave,H,,,,2017-02-06,Feirense,Rio Ave,8.0,5.0,3.0,4.0,4.0,5.0,9.0,4.0
2017-02-06,2016/2017,Maritimo,Moreirense,H,,,,2017-02-06,Maritimo,Moreirense,11.0,8.0,3.0,9.0,7.0,5.0,6.0,4.0
2017-02-06,2016/2017,Sp Braga,Estoril,D,,,,2017-02-06,Sp Braga,Estoril,7.0,5.0,4.0,4.0,0.0,2.0,7.0,9.0
2017-02-10,2016/2017,Benfica,Arouca,H,,,,2017-02-10,Benfica,Arouca,10.0,12.0,4.0,5.0,10.0,8.0,6.0,5.0
2017-02-11,2016/2017,Estoril,Pacos Ferreira,H,,,,2017-02-11,Estoril,Pacos Ferreira,1.0,3.0,7.0,5.0,4.0,5.0,9.0,8.0
2017-02-11,2016/2017,Guimaraes,Porto,A,,,,2017-02-11,Guimaraes,Porto,5.0,2.0,5.0,8.0,13.0,11.0,4.0,7.0
2017-02-11,2016/2017,Setubal,Chaves,D,,,,2017-02-11,Setubal,Chaves,9.0,5.0,4.0,6.0,6.0,6.0,6.0,7.0
2017-02-11,2016/2017,Tondela,Feirense,A,,,,2017-02-11,Tondela,Feirense,4.0,3.0,8.0,6.0,8.0,5.0,4.0,5.0
2017-02-12,2016/2017,Boavista,Sp Braga,D,,,,2017-02-12,Boavista,Sp Braga,8.0,6.0,5.0,8.0,5.0,4.0,4.0,6.0
2017-02-12,2016/2017,Moreirense,Sp Lisbon,A,,,,2017-02-12,Moreirense,Sp Lisbon,7.0,4.0,5.0,6.0,8.0,11.0,9.0,8.0
2017-02-12,2016/2017,Nacional,Belenenses,D,,,,2017-02-12,Nacional,Belenenses,2.0,1.0,7.0,7.0,7.0,3.0,3.0,7.0
2017-02-13,2016/2017,Rio Ave,Maritimo,D,,,,2017-02-13,Rio Ave,Maritimo,4.0,6.0,9.0,7.0,11.0,7.0,3.0,7.0
2017-02-17,2016/2017,Porto,Tondela,H,,,,2017-02-17,Porto,Tondela,15.0,13.0,4.0,6.0,4.0,2.0,7.0,6.0
2017-02-18,2016/2017,Chaves,Arouca,H,,,,2017-02-18,Chaves,Arouca,6.0,4.0,4.0,7.0,7.0,6.0,8.0,8.0
2017-02-18,2016/2017,Feirense,Boavista,A,,,,2017-02-18,Feirense,Boavista,11.0,5.0,2.0,7.0,6.0,6.0,6.0,6.0
2017-02-18,2016/2017,Moreirense,Estoril,D,,,,2017-02-18,Moreirense,Estoril,4.0,5.0,8.0,6.0,4.0,5.0,7.0,7.0
2017-02-18,2016/2017,Sp Lisbon,Rio Ave,H,,,,2017-02-18,Sp Lisbon,Rio Ave,8.0,12.0,10.0,6.0,4.0,4.0,7.0,5.0
2017-02-19,2016/2017,Belenenses,Guimaraes,D,,,,2017-02-19,Belenenses,Guimaraes,8.0,4.0,3.0,7.0,5.0,2.0,5.0,8.0
2017-02-19,2016/2017,Pacos Ferreira,Setubal,H,,,,2017-02-19,Pacos Ferreira,Setubal,3.0,6.0,11.0,8.0,10.0,5.0,3.0,8.0
2017-02-19,2016/2017,Sp Braga,Benfica,A,,,,2017-02-19,Sp Braga,Benfica,5.0,5.0,5.0,7.0,10.0,13.0,4.0,9.0
2017-02-20,2016/2017,Maritimo,Nacional,D,,,,2017-02-20,Maritimo,Nacional,9.0,6.0,3.0,7.0,2.0,2.0,8.0,8.0
2017-02-24,2016/2017,Benfica,Chaves,H,,,,2017-02-24,Benfica,Chaves,12.0,11.0,1.0,5.0,8.0,4.0,2.0,6.0
2017-02-24,2016/2017,Guimaraes,Moreirense,H,,,,2017-02-24,Guimaraes,Moreirense,5.0,3.0,6.0,5.0,5.0,6.0,6.0,6.0
2017-02-25,2016/2017,Estoril,Sp Lisbon,A,,,,2017-02-25,Estoril,Sp Lisbon,5.0,5.0,6.0,7.0,10.0,11.0,8.0,7.0
2017-02-25,2016/2017,Rio Ave,Pacos Ferreira,D,,,,2017-02-25,Rio Ave,Pacos Ferreira,4.0,4.0,7.0,7.0,6.0,7.0,9.0,6.0
2017-02-25,2016/2017,Tondela,Maritimo,D,,,,2017-02-25,Tondela,Maritimo,4.0,2.0,9.0,8.0,7.0,3.0,2.0,5.0
2017-02-26,2016/2017,Boavista,Porto,A,,,,2017-02-26,Boavista,Porto,8.0,4.0,3.0,8.0,15.0,14.0,4.0,9.0
2017-02-26,2016/2017,Nacional,Feirense,D,,,,2017-02-26,Nacional,Feirense,3.0,2.0,7.0,6.0,10.0,5.0,3.0,8.0
2017-02-26,2016/2017,Setubal,Sp Braga,D,,,,2017-02-26,Setubal,Sp Braga,7.0,5.0,5.0,7.0,2.0,3.0,6.0,7.0
2017-02-27,2016/2017,Arouca,Belenenses,A,,,,2017-02-27,Arouca,Belenenses,4.0,4.0,9.0,9.0,6.0,4.0,4.0,8.0
2017-03-03,2016/2017,Moreirense,Boavista,D,,,,2017-03-03,Moreirense,Boavista,2.0,4.0,7.0,7.0,5.0,2.0,3.0,5.0
2017-03-04,2016/2017,Feirense,Benfica,A,,,,2017-03-04,Feirense,Benfica,8.0,4.0,3.0,6.0,12.0,10.0,2.0,8.0
2017-03-04,2016/2017,Porto,Nacional,H,,,,2017-03-04,Porto,Nacional,15.0,11.0,2.0,6.0,4.0,2.0,5.0,6.0
2017-03-04,2016/2017,Sp Braga,Arouca,H,,,,2017-03-04,Sp Braga,Arouca,3.0,3.0,5.0,6.0,4.0,4.0,9.0,5.0
2017-03-05,2016/2017,Belenenses,Chaves,H,,,,2017-03-05,Belenenses,Chaves,9.0,5.0,3.0,6.0,5.0,3.0,5.0,9.0
2017-03-05,2016/2017,Maritimo,Setubal,H,,,,2017-03-05,Maritimo,Setubal,7.0,2.0,1.0,8.0,5.0,4.0,5.0,7.0
2017-03-05,2016/2017,Pacos Ferreira,Tondela,D,,,,2017-03-05,Pacos Ferreira,Tondela,7.0,7.0,7.0,8.0,5.0,3.0,6.0,8.0
2017-03-05,2016/2017,Sp Lisbon,Guimaraes,D,,,,2017-03-05,Sp Lisbon,Guimaraes,12.0,11.0,6.0,8.0,5.0,2.0,5.0,9.0
2017-03-06,2016/2017,Estoril,Rio Ave,A,,,,2017-03-06,Estoril,Rio Ave,5.0,5.0,7.0,9.0,5.0,2.0,3.0,9.0
2017-03-10,2016/2017,Arouca,Porto,A,,,,2017-03-10,Arouca,Porto,3.0,4.0,11.0,6.0,15.0,16.0,1.0,6.0
2017-03-11,2016/2017,Chaves,Sp Braga,D,,,,2017-03-11,Chaves,Sp Braga,5.0,4.0,5.0,6.0,6.0,6.0,5.0,7.0
2017-03-11,2016/2017,Setubal,Feirense,A,,,,2017-03-11,Setubal,Feirense,2.0,3.0,6.0,6.0,7.0,3.0,3.0,7.0
2017-03-11,2016/2017,Tondela,Sp Lisbon,A,,,,2017-03-11,Tondela,Sp Lisbon,3.0,1.0,6.0,6.0,10.0,8.0,5.0,6.0
2017-03-12,2016/2017,Boavista,Maritimo,H,,,,2017-03-12,Boavista,Maritimo,6.0,2.0,2.0,9.0,9.0,3.0,1.0,7.0
2017-03-12,2016/2017,Guimaraes,Estoril,D,,,,2017-03-12,Guimaraes,Estoril,5.0,3.0,6.0,7.0,5.0,4.0,7.0,6.0
2017-03-12,2016/2017,Rio Ave,Moreirense,H,,,,2017-03-12,Rio Ave,Moreirense,5.0,3.0,3.0,6.0,2.0,3.0,6.0,9.0
2017-03-13,2016/2017,Benfica,Belenenses,H,,,,2017-03-13,Benfica,Belenenses,15.0,11.0,1.0,9.0,9.0,6.0,4.0,8.0
2017-03-13,2016/2017,Nacional,Pacos Ferreira,D,,,,2017-03-13,Nacional,Pacos Ferreira,3.0,1.0,11.0,9.0,8.0,5.0,3.0,8.0
2017-03-17,2016/2017,Estoril,Boavista,D,,,,2017-03-17,Estoril,Boavista,5.0,6.0,9.0,5.0,8.0,5.0,2.0,5.0
2017-03-18,2016/2017,Belenenses,Sp Braga,A,,,,2017-03-18,Belenenses,Sp Braga,8.0,6.0,8.0,5.0,6.0,5.0,4.0,7.0
2017-03-18,2016/2017,Moreirense,Tondela,D,,,,2017-03-18,Moreirense,Tondela,2.0,5.0,8.0,6.0,2.0,2.0,10.0,7.0
2017-03-18,2016/2017,Pacos Ferreira,Benfica,D,,,,2017-03-18,Pacos Ferreira,Benfica,6.0,4.0,4.0,5.0,15.0,12.0,1.0,5.0
2017-03-18,2016/2017,Sp Lisbon,Nacional,H,,,,2017-03-18,Sp Lisbon,Nacional,13.0,11.0,4.0,7.0,4.0,2.0,9.0,5.0
2017-03-19,2016/2017,Feirense,Chaves,H,,,,2017-03-19,Feirense,Chaves,7.0,3.0,3.0,8.0,5.0,4.0,5.0,8.0
2017-03-19,2016/2017,Guimaraes,Rio Ave,H,,,,2017-03-19,Guimaraes,Rio Ave,6.0,6.0,7.0,7.0,8.0,5.0,3.0,7.0
2017-03-19,2016/2017,Maritimo,Arouca,H,,,,2017-03-19,Maritimo,Arouca,6.0,2.0,4.0,7.0,0.0,2.0,14.0,9.0
2017-03-19,2016/2017,Porto,Setubal,D,,,,2017-03-19,Porto,Setubal,15.0,18.0,0.0,9.0,2.0,3.0,6.0,8.0
2017-03-31,2016/2017,Chaves,Pacos Ferreira,H,,,,2017-03-31,Chaves,Pacos Ferreira,4.0,6.0,8.0,12.0,7.0,3.0,2.0,13.0
2017-03-31,2016/2017,Nacional,Guimaraes,A,,,,2017-03-31,Nacional,Guimaraes,3.0,1.0,10.0,13.0,9.0,9.0,5.0,12.0
2017-04-01,2016/2017,Benfica,Porto,D,,,,2017-04-01,Benfica,Porto,13.0,9.0,1.0,14.0,13.0,17.0,1.0,13.0
2017-04-01,2016/2017,Boavista,Rio Ave,A,,,,2017-04-01,Boavista,Rio Ave,8.0,4.0,1.0,15.0,7.0,5.0,6.0,13.0
2017-04-01,2016/2017,Tondela,Estoril,A,,,,2017-04-01,Tondela,Estoril,3.0,3.0,10.0,14.0,3.0,4.0,8.0,15.0
2017-04-02,2016/2017,Arouca,Sp Lisbon,A,,,,2017-04-02,Arouca,Sp Lisbon,0.0,3.0,14.0,14.0,13.0,10.0,2.0,15.0
2017-04-02,2016/2017,Belenenses,Feirense,A,,,,2017-04-02,Belenenses,Feirense,7.0,6.0,9.0,15.0,7.0,5.0,5.0,14.0
2017-04-02,2016/2017,Setubal,Moreirense,H,,,,2017-04-02,Setubal,Moreirense,2.0,4.0,7.0,14.0,3.0,4.0,6.0,15.0
2017-04-02,2016/2017,Sp Braga,Maritimo,D,,,,2017-04-02,Sp Braga,Maritimo,8.0,6.0,4.0,15.0,8.0,5.0,5.0,14.0
2017-04-07,2016/2017,Feirense,Sp Braga,A,,,,2017-04-07,Feirense,Sp Braga,10.0,7.0,5.0,5.0,9.0,9.0,6.0,5.0
2017-04-08,2016/2017,Pacos Ferreira,Arouca,D,,,,2017-04-08,Pacos Ferreira,Arouca,4.0,1.0,2.0,8.0,0.0,4.0,14.0,6.0
2017-04-08,2016/2017,Porto,Belenenses,H,,,,2017-04-08,Porto,Belenenses,11.0,14.0,2.0,7.0,6.0,6.0,10.0,6.0
2017-04-08,2016/2017,Sp Lisbon,Boavista,H,,,,2017-04-08,Sp Lisbon,Boavista,13.0,11.0,3.0,6.0,5.0,3.0,2.0,7.0
2017-04-09,2016/2017,Estoril,Nacional,A,,,,2017-04-09,Estoril,Nacional,5.0,5.0,7.0,8.0,2.0,2.0,12.0,9.0
2017-04-09,2016/2017,Guimaraes,Tondela,H,,,,2017-04-09,Guimaraes,Tondela,11.0,10.0,5.0,9.0,3.0,3.0,8.0,8.0
2017-04-09,2016/2017,Moreirense,Benfica,A,,,,2017-04-09,Moreirense,Benfica,2.0,3.0,7.0,7.0,11.0,9.0,2.0,8.0
2017-04-09,2016/2017,Rio Ave,Setubal,D,,,,2017-04-09,Rio Ave,Setubal,10.0,6.0,5.0,8.0,5.0,5.0,5.0,7.0
2017-04-10,2016/2017,Maritimo,Chaves,H,,,,2017-04-10,Maritimo,Chaves,8.0,8.0,8.0,8.0,4.0,5.0,8.0,10.0
2017-04-14,2016/2017,Belenenses,Estoril,A,,,,2017-04-14,Belenenses,Estoril,3.0,4.0,12.0,6.0,5.0,5.0,6.0,5.0
2017-04-14,2016/2017,Benfica,Maritimo,H,,,,2017-04-14,Benfica,Maritimo,11.0,7.0,1.0,5.0,10.0,9.0,8.0,4.0
2017-04-14,2016/2017,Boavista,Pacos Ferreira,D,,,,2017-04-14,Boavista,Pacos Ferreira,5.0,3.0,5.0,6.0,4.0,2.0,3.0,6.0
2017-04-14,2016/2017,Setubal,Sp Lisbon,A,,,,2017-04-14,Setubal,Sp Lisbon,5.0,4.0,4.0,5.0,13.0,13.0,3.0,6.0
2017-04-15,2016/2017,Arouca,Feirense,H,,,,2017-04-15,Arouca,Feirense,1.0,4.0,13.0,7.0,9.0,7.0,6.0,8.0
2017-04-15,2016/2017,Chaves,Guimaraes,A,,,,2017-04-15,Chaves,Guimaraes,4.0,5.0,7.0,5.0,11.0,11.0,6.0,6.0
2017-04-15,2016/2017,Sp Braga,Porto,D,,,,2017-04-15,Sp Braga,Porto,11.0,9.0,5.0,8.0,11.0,16.0,2.0,7.0
2017-04-15,2016/2017,Tondela,Rio Ave,H,,,,2017-04-15,Tondela,Rio Ave,2.0,3.0,9.0,6.0,10.0,6.0,5.0,6.0
2017-04-17,2016/2017,Nacional,Moreirense,A,,,,2017-04-17,Nacional,Moreirense,4.0,3.0,12.0,8.0,2.0,3.0,7.0,8.0
2017-04-21,2016/2017,Rio Ave,Arouca,H,,,,2017-04-21,Rio Ave,Arouca,7.0,5.0,7.0,6.0,4.0,5.0,10.0,6.0
2017-04-22,2016/2017,Estoril,Setubal,H,,,,2017-04-22,Estoril,Setubal,8.0,8.0,5.0,8.0,5.0,4.0,6.0,8.0
2017-04-22,2016/2017,Maritimo,Belenenses,H,,,,2017-04-22,Maritimo,Belenenses,7.0,8.0,11.0,8.0,0.0,3.0,14.0,8.0
2017-04-22,2016/2017,Sp Lisbon,Benfica,D,,,,2017-04-22,Sp Lisbon,Benfica,15.0,15.0,2.0,8.0,11.0,9.0,1.0,8.0
2017-04-22,2016/2017,Tondela,Nacional,H,,,,2017-04-22,Tondela,Nacional,4.0,5.0,10.0,7.0,4.0,3.0,6.0,5.0
2017-04-23,2016/2017,Guimaraes,Boavista,H,,,,2017-04-23,Guimaraes,Boavista,13.0,13.0,7.0,8.0,5.0,3.0,5.0,9.0
2017-04-23,2016/2017,Pacos Ferreira,Sp Braga,H,,,,2017-04-23,Pacos Ferreira,Sp Braga,4.0,2.0,3.0,9.0,9.0,7.0,5.0,8.0
2017-04-23,2016/2017,Porto,Feirense,D,,,,2017-04-23,Porto,Feirense,9.0,10.0,3.0,8.0,9.0,7.0,7.0,8.0
2017-04-24,2016/2017,Moreirense,Chaves,D,,,,2017-04-24,Moreirense,Chaves,4.0,4.0,7.0,7.0,4.0,6.0,8.0,9.0
2017-04-28,2016/2017,Setubal,Guimaraes,A,,,,2017-04-28,Setubal,Guimaraes,5.0,3.0,7.0,6.0,15.0,12.0,4.0,5.0
2017-04-29,2016/2017,Benfica,Estoril,H,,,,2017-04-29,Benfica,Estoril,9.0,6.0,2.0,7.0,10.0,8.0,2.0,7.0
2017-04-29,2016/2017,Boavista,Tondela,H,,,,2017-04-29,Boavista,Tondela,2.0,0.0,7.0,6.0,7.0,6.0,6.0,7.0
2017-04-29,2016/2017,Chaves,Porto,A,,,,2017-04-29,Chaves,Porto,4.0,6.0,8.0,5.0,7.0,6.0,3.0,6.0
2017-04-29,2016/2017,Nacional,Rio Ave,A,,,,2017-04-29,Nacional,Rio Ave,3.0,2.0,7.0,7.0,7.0,5.0,5.0,8.0
2017-04-30,2016/2017,Arouca,Moreirense,D,,,,2017-04-30,Arouca,Moreirense,4.0,5.0,9.0,9.0,5.0,2.0,4.0,6.0
2017-04-30,2016/2017,Belenenses,Pacos Ferreira,A,,,,2017-04-30,Belenenses,Pacos Ferreira,0.0,3.0,13.0,8.0,6.0,4.0,3.0,7.0
2017-04-30,2016/2017,Feirense,Maritimo,H,,,,2017-04-30,Feirense,Maritimo,7.0,5.0,6.0,7.0,10.0,11.0,8.0,8.0
2017-04-30,2016/2017,Sp Braga,Sp Lisbon,A,,,,2017-04-30,Sp Braga,Sp Lisbon,8.0,8.0,8.0,7.0,13.0,12.0,2.0,8.0
2017-05-05,2016/2017,Moreirense,Sp Braga,H,,,,2017-05-05,Moreirense,Sp Braga,5.0,3.0,5.0,5.0,5.0,8.0,10.0,5.0
2017-05-06,2016/2017,Boavista,Nacional,D,,,,2017-05-06,Boavista,Nacional,4.0,1.0,7.0,7.0,3.0,2.0,7.0,7.0
2017-05-06,2016/2017,Maritimo,Porto,D,,,,2017-05-06,Maritimo,Porto,7.0,9.0,9.0,6.0,9.0,7.0,2.0,7.0
2017-05-06,2016/2017,Pacos Ferreira,Feirense,A,,,,2017-05-06,Pacos Ferreira,Feirense,8.0,6.0,4.0,6.0,7.0,4.0,5.0,6.0
2017-05-07,2016/2017,Guimaraes,Arouca,H,,,,2017-05-07,Guimaraes,Arouca,15.0,11.0,4.0,9.0,5.0,6.0,8.0,7.0
2017-05-07,2016/2017,Rio Ave,Benfica,A,,,,2017-05-07,Rio Ave,Benfica,10.0,7.0,2.0,8.0,11.0,8.0,3.0,8.0
2017-05-07,2016/2017,Sp Lisbon,Belenenses,A,,,,2017-05-07,Sp Lisbon,Belenenses,13.0,13.0,4.0,7.0,0.0,3.0,13.0,7.0
2017-05-07,2016/2017,Tondela,Setubal,H,,,,2017-05-07,Tondela,Setubal,6.0,5.0,6.0,8.0,4.0,2.0,8.0,9.0
2017-05-08,2016/2017,Estoril,Chaves,H,,,,2017-05-08,Estoril,Chaves,9.0,9.0,4.0,9.0,4.0,4.0,7.0,9.0
2017-05-12,2016/2017,Belenenses,Moreirense,D,,,,2017-05-12,Belenenses,Moreirense,3.0,5.0,12.0,5.0,8.0,5.0,4.0,7.0
2017-05-13,2016/2017,Arouca,Tondela,A,,,,2017-05-13,Arouca,Tondela,5.0,5.0,7.0,6.0,9.0,7.0,5.0,6.0
2017-05-13,2016/2017,Benfica,Guimaraes,H,,,,2017-05-13,Benfica,Guimaraes,13.0,8.0,2.0,6.0,15.0,10.0,3.0,6.0
2017-05-13,2016/2017,Feirense,Sp Lisbon,H,,,,2017-05-13,Feirense,Sp Lisbon,7.0,3.0,4.0,7.0,10.0,12.0,6.0,6.0
2017-05-14,2016/2017,Chaves,Rio Ave,D,,,,2017-05-14,Chaves,Rio Ave,1.0,4.0,9.0,6.0,7.0,6.0,3.0,7.0
2017-05-14,2016/2017,Maritimo,Estoril,D,,,,2017-05-14,Maritimo,Estoril,7.0,7.0,7.0,8.0,9.0,9.0,5.0,6.0
2017-05-14,2016/2017,Porto,Pacos Ferreira,H,,,,2017-05-14,Porto,Pacos Ferreira,9.0,7.0,2.0,8.0,8.0,6.0,4.0,8.0
2017-05-14,2016/2017,Sp Braga,Nacional,H,,,,2017-05-14,Sp Braga,Nacional,4.0,6.0,9.0,9.0,4.0,3.0,7.0,8.0
2017-05-15,2016/2017,Setubal,Boavista,A,,,,2017-05-15,Setubal,Boavista,1.0,1.0,10.0,8.0,5.0,3.0,8.0,9.0
2017-05-20,2016/2017,Boavista,Benfica,D,,,,2017-05-20,Boavista,Benfica,8.0,4.0,4.0,5.0,13.0,12.0,2.0,7.0
2017-05-20,2016/2017,Guimaraes,Feirense,A,,,,2017-05-20,Guimaraes,Feirense,12.0,8.0,7.0,7.0,10.0,5.0,4.0,7.0
2017-05-20,2016/2017,Nacional,Setubal,A,,,,2017-05-20,Nacional,Setubal,1.0,2.0,11.0,6.0,0.0,1.0,11.0,5.0
2017-05-20,2016/2017,Pacos Ferreira,Maritimo,D,,,,2017-05-20,Pacos Ferreira,Maritimo,7.0,6.0,7.0,6.0,5.0,6.0,7.0,6.0
2017-05-20,2016/2017,Rio Ave,Belenenses,H,,,,2017-05-20,Rio Ave,Belenenses,7.0,8.0,5.0,6.0,4.0,6.0,10.0,8.0
2017-05-21,2016/2017,Estoril,Arouca,H,,,,2017-05-21,Estoril,Arouca,10.0,10.0,5.0,7.0,4.0,5.0,8.0,8.0
2017-05-21,2016/2017,Moreirense,Porto,H,,,,2017-05-21,Moreirense,Porto,9.0,6.0,4.0,9.0,9.0,8.0,3.0,7.0
2017-05-21,2016/2017,Sp Lisbon,Chaves,H,,,,2017-05-21,Sp Lisbon,Chaves,7.0,9.0,8.0,8.0,2.0,5.0,9.0,7.0
2017-05-21,2016/2017,Tondela,Sp Braga,H,,,,2017-05-21,Tondela,Sp Braga,12.0,8.0,4.0,8.0,4.0,9.0,9.0,7.0
2017-08-06,2017/2018,Aves,Sp Lisbon,A,,,,2017-08-06,Aves,Sp Lisbon,,,,7.0,7.0,10.0,9.0,77.0
2017-08-06,2017/2018,Setubal,Moreirense,D,,,,2017-08-06,Setubal,Moreirense,3.0,3.0,9.0,78.0,9.0,8.0,5.0,77.0
2017-08-07,2017/2018,Feirense,Tondela,D,,,,2017-08-07,Feirense,Tondela,13.0,6.0,2.0,79.0,12.0,8.0,3.0,78.0
2017-08-07,2017/2018,Portimonense,Boavista,H,,,,2017-08-07,Portimonense,Boavista,,,,7.0,8.0,6.0,6.0,79.0
2017-08-07,2017/2018,Rio Ave,Belenenses,H,,,,2017-08-07,Rio Ave,Belenenses,10.0,9.0,3.0,79.0,4.0,5.0,9.0,79.0
2017-08-08,2017/2018,Maritimo,Pacos Ferreira,H,,,,2017-08-08,Maritimo,Pacos Ferreira,6.0,6.0,4.0,80.0,7.0,6.0,7.0,80.0
2017-08-09,2017/2018,Benfica,Sp Braga,H,,,,2017-08-09,Benfica,Sp Braga,11.0,11.0,4.0,81.0,3.0,8.0,10.0,80.0
2017-08-09,2017/2018,Porto,Estoril,H,,,,2017-08-09,Porto,Estoril,8.0,8.0,5.0,80.0,10.0,11.0,6.0,80.0
2017-08-10,2017/2018,Guimaraes,Chaves,H,,,,2017-08-10,Guimaraes,Chaves,9.0,5.0,6.0,82.0,2.0,4.0,10.0,81.0
2017-08-11,2017/2018,Sp Lisbon,Setubal,H,,,,2017-08-11,Sp Lisbon,Setubal,9.0,11.0,8.0,5.0,4.0,4.0,7.0,5.0
2017-08-12,2017/2018,Belenenses,Maritimo,H,,,,2017-08-12,Belenenses,Maritimo,4.0,5.0,7.0,5.0,6.0,4.0,4.0,4.0
2017-08-12,2017/2018,Boavista,Rio Ave,A,,,,2017-08-12,Boavista,Rio Ave,8.0,7.0,6.0,5.0,10.0,7.0,3.0,5.0
2017-08-12,2017/2018,Moreirense,Feirense,D,,,,2017-08-12,Moreirense,Feirense,9.0,9.0,6.0,6.0,13.0,7.0,3.0,5.0
2017-08-13,2017/2018,Pacos Ferreira,Aves,D,,,,2017-08-13,Pacos Ferreira,Aves,4.0,3.0,7.0,5.0,0.0,0.0,2.0,7.0
2017-08-13,2017/2018,Sp Braga,Portimonense,H,,,,2017-08-13,Sp Braga,Portimonense,3.0,8.0,10.0,4.0,3.0,2.0,1.0,6.0
2017-08-13,2017/2018,Tondela,Porto,A,,,,2017-08-13,Tondela,Porto,10.0,7.0,4.0,6.0,10.0,12.0,5.0,4.0
2017-08-14,2017/2018,Chaves,Benfica,A,,,,2017-08-14,Chaves,Benfica,1.0,6.0,13.0,4.0,13.0,13.0,4.0,5.0
2017-08-14,2017/2018,Estoril,Guimaraes,H,,,,2017-08-14,Estoril,Guimaraes,7.0,8.0,10.0,5.0,9.0,6.0,8.0,4.0
2017-08-18,2017/2018,Rio Ave,Portimonense,H,,,,2017-08-18,Rio Ave,Portimonense,10.0,7.0,4.0,6.0,3.0,3.0,3.0,5.0
2017-08-19,2017/2018,Benfica,Belenenses,H,,,,2017-08-19,Benfica,Belenenses,13.0,12.0,3.0,5.0,7.0,5.0,5.0,7.0
2017-08-19,2017/2018,Guimaraes,Sp Lisbon,A,,,,2017-08-19,Guimaraes,Sp Lisbon,6.0,4.0,11.0,5.0,9.0,9.0,6.0,8.0
2017-08-19,2017/2018,Tondela,Estoril,A,,,,2017-08-19,Tondela,Estoril,10.0,7.0,4.0,6.0,10.0,10.0,8.0,5.0
2017-08-20,2017/2018,Aves,Sp Braga,A,,,,2017-08-20,Aves,Sp Braga,1.0,2.0,4.0,7.0,6.0,8.0,8.0,7.0
2017-08-20,2017/2018,Maritimo,Boavista,H,,,,2017-08-20,Maritimo,Boavista,6.0,3.0,3.0,8.0,5.0,7.0,8.0,8.0
2017-08-20,2017/2018,Porto,Moreirense,H,,,,2017-08-20,Porto,Moreirense,10.0,11.0,5.0,7.0,9.0,7.0,4.0,8.0
2017-08-20,2017/2018,Setubal,Chaves,D,,,,2017-08-20,Setubal,Chaves,4.0,4.0,6.0,9.0,1.0,6.0,12.0,6.0
2017-08-21,2017/2018,Feirense,Pacos Ferreira,H,,,,2017-08-21,Feirense,Pacos Ferreira,11.0,5.0,2.0,9.0,2.0,3.0,8.0,8.0
2017-08-25,2017/2018,Belenenses,Setubal,D,,,,2017-08-25,Belenenses,Setubal,4.0,2.0,9.0,6.0,5.0,4.0,5.0,5.0
2017-08-26,2017/2018,Chaves,Feirense,A,,,,2017-08-26,Chaves,Feirense,2.0,6.0,11.0,6.0,11.0,6.0,3.0,5.0
2017-08-26,2017/2018,Moreirense,Tondela,A,,,,2017-08-26,Moreirense,Tondela,6.0,5.0,6.0,6.0,7.0,7.0,6.0,7.0
2017-08-26,2017/2018,Pacos Ferreira,Guimaraes,D,,,,2017-08-26,Pacos Ferreira,Guimaraes,2.0,4.0,9.0,5.0,3.0,3.0,16.0,7.0
2017-08-26,2017/2018,Rio Ave,Benfica,D,,,,2017-08-26,Rio Ave,Benfica,13.0,9.0,3.0,8.0,13.0,16.0,3.0,7.0
2017-08-27,2017/2018,Boavista,Aves,H,,,,2017-08-27,Boavista,Aves,4.0,5.0,7.0,7.0,1.0,2.0,6.0,7.0
2017-08-27,2017/2018,Sp Braga,Porto,A,,,,2017-08-27,Sp Braga,Porto,9.0,9.0,6.0,7.0,12.0,13.0,4.0,7.0
2017-08-27,2017/2018,Sp Lisbon,Estoril,H,,,,2017-08-27,Sp Lisbon,Estoril,12.0,13.0,3.0,8.0,10.0,11.0,9.0,8.0
2017-08-28,2017/2018,Portimonense,Maritimo,A,,,,2017-08-28,Portimonense,Maritimo,3.0,3.0,5.0,10.0,8.0,3.0,2.0,8.0
2017-09-08,2017/2018,Benfica,Portimonense,H,,,,2017-09-08,Benfica,Portimonense,11.0,12.0,4.0,13.0,3.0,4.0,7.0,11.0
2017-09-08,2017/2018,Feirense,Sp Lisbon,A,,,,2017-09-08,Feirense,Sp Lisbon,11.0,6.0,2.0,13.0,15.0,14.0,2.0,12.0
2017-09-09,2017/2018,Maritimo,Rio Ave,H,,,,2017-09-09,Maritimo,Rio Ave,10.0,4.0,2.0,12.0,13.0,8.0,2.0,14.0
2017-09-09,2017/2018,Porto,Chaves,H,,,,2017-09-09,Porto,Chaves,12.0,10.0,3.0,13.0,1.0,4.0,11.0,14.0
