date,home_team,away_team,pred_FTR,pred_proba_A,pred_proba_D,pred_proba_H,pred_confidence,pred_margin
2025-12-27,Famalicao,Estrela,H,0.17685978176706663,0.23864083129084016,0.5844993869420932,0.5844993869420932,0.3458585556512531
2025-12-27,Estoril,Alverca,H,0.2936097537759991,0.2642263755055504,0.44216387071845054,0.44216387071845054,0.1485541169424514
2025-12-28,Arouca,Gil Vicente,A,0.45878060680335914,0.28385131122229323,0.25736808197434774,0.45878060680335914,0.1749292955810659
2025-12-28,Casa Pia,Guimaraes,A,0.3901141024949421,0.31063425634359704,0.29925164116146075,0.3901141024949421,0.07947984615134507
